fold,epoch,train_loss,val_mae
0,1,0.7540017743499912,16.80885197356344
0,2,0.8147324408803668,16.489879469370585
0,3,0.6952615228234506,35.398527600598854
0,4,0.7522179374889452,15.853696422277979
0,5,0.6509630947696919,17.35497299649205
0,6,0.7436721543876492,41.6679047752774
0,7,0.6303773145286404,13.15923225078527
0,8,0.6682862788438797,15.179995617711661
0,9,0.6086997985839844,19.87410830676185
0,10,0.5881710344431351,15.648610731008437
0,11,0.6661106147328202,17.634496714955418
0,12,0.5837351187151305,28.588134386926548
0,13,0.5841193034940836,36.89535458180937
0,14,0.5711825429176798,21.22688702564768
0,15,0.6075651749056212,12.669970928956136
0,16,0.5660474300384521,16.558495532714545
0,17,0.5498352330558154,13.79921714877952
0,18,0.5987096057862652,20.526088860385467
0,19,0.4863470525157695,14.095977830526545
0,20,0.49317099427690314,16.39262357756994
0,21,0.5110671374262595,13.196211298244258
0,22,0.4731007169704048,14.275902417146845
0,23,0.5069765837825074,14.830013554596317
0,24,0.45668946541085537,14.412323681362047
0,25,0.4908331827241547,12.751704393995983
0,26,0.49004650724177456,13.405700409822334
0,27,0.4306977889975723,12.751125828663982
0,28,0.450879345134813,12.810361772784331
0,29,0.48132109094639214,13.18671861898972
0,30,0.43665571054633784,12.884124911675935
1,1,0.7872019106028031,17.82476268123824
1,2,0.7108023531582891,19.33827785074003
1,3,0.6968817169568977,13.855184786569978
1,4,0.6513064150907555,13.848354718152414
1,5,0.7480718615103741,28.094973321868164
1,6,0.6084260423572696,13.073522427175655
1,7,0.6444140137458334,16.693668053924657
1,8,0.6543334588712576,20.84959680070476
1,9,0.6467961145907032,14.648186195864467
1,10,0.6740406757714797,19.397411440521886
1,11,0.6021742443649136,13.001223830132579
1,12,0.5569929736001151,16.203002573231316
1,13,0.5864087817620258,12.904665075057748
1,14,0.567138786826815,13.411101011550887
1,15,0.5488148112686313,13.153701981371071
1,16,0.5031075860772815,12.549153492323214
1,17,0.5719465138960858,12.965286380264212
1,18,0.48763609540705777,12.512664736500165
1,19,0.4230943084979544,15.003587656418095
1,20,0.48231147077618813,12.303186874791734
1,21,0.4315640451956768,12.89565474840355
1,22,0.46548166810249797,12.143612827814525
1,23,0.5000035142411992,12.702086053832252
1,24,0.4321231586592538,14.463160243746556
1,25,0.5162112311441072,12.606259319427398
1,26,0.4786976469414575,12.897327429588342
1,27,0.3988104207175119,13.000873205906773
1,28,0.5171128572249899,12.72856364497723
1,29,0.4270148167804796,12.839265866896469
1,30,0.3798068250928606,12.757085738344864
2,1,0.8030289885949116,16.2217010542554
2,2,0.6916681126672395,13.4667027383617
2,3,0.749887825274954,14.444966985031513
2,4,0.6447620762854206,25.027337170618196
2,5,0.7172109788777877,12.445648723698776
2,6,0.7140849968608545,12.362397649628008
2,7,0.6880037492635299,16.35435524895631
2,8,0.6176859955398404,24.276915732504417
2,9,0.6084516455932539,25.51497190850514
2,10,0.6357231091479866,14.108194766526838
2,11,0.5812195217122837,20.059080753498193
2,12,0.6491395928421799,14.426016250177776
2,13,0.5536213711816438,17.28904090892881
2,14,0.6713111789859071,14.625778186915683
2,15,0.6307680582513615,18.805257174546497
2,16,0.47657409249519816,17.353082816070568
2,17,0.5559436411273723,32.411514352655
2,18,0.5452105202236954,16.233040191933167
2,19,0.5348230101624314,13.770744523653006
2,20,0.5774947824526806,13.909398816872342
2,21,0.5367020243892864,13.795713041060766
2,22,0.42106709066702397,14.89692795386823
2,23,0.48964701258406346,15.394374774977331
2,24,0.46381493916316907,13.494172830056186
2,25,0.44203951042525624,13.315197576005913
2,26,0.479750536534251,13.305184526732646
2,27,0.4137167039574409,13.432285627473433
2,28,0.5092416746275765,13.940965801116452
2,29,0.47955756832142266,13.283142341193539
2,30,0.46334152835972453,13.266383598505312
3,1,0.7769219219082534,16.346669243567632
3,2,0.7611235548751523,15.59525669401811
3,3,0.6832504332667649,31.42034907133039
3,4,0.7520981226304565,15.457472596960157
3,5,0.7060881190829806,16.050628762961676
3,6,0.6687959095444342,23.674547349242165
3,7,0.6196893634218158,13.304252640342648
3,8,0.5782732770900534,27.778141002219048
3,9,0.7195199174110336,13.698585078237846
3,10,0.6904436723150388,25.39236331359166
3,11,0.6977904746026704,14.049892628658148
3,12,0.5536597720300308,15.131807270009896
3,13,0.48976318071586916,12.994284623251124
3,14,0.5888565104417126,13.703924717638282
3,15,0.6458442801176899,13.815349689858756
3,16,0.5203732240079629,15.83155191604247
3,17,0.4907851009206338,12.262115064806688
3,18,0.4899632425019235,16.302437125654517
3,19,0.45038826959301725,13.891067035483237
3,20,0.4958163286098326,12.777861176480252
3,21,0.5655561149722398,12.574658716433623
3,22,0.48202642286666714,14.325986192575753
3,23,0.4915246505929966,12.647193762386886
3,24,0.5045133416700844,12.088094731613007
3,25,0.530475322044257,12.317051594075515
3,26,0.40672306460563584,11.968673849191623
3,27,0.526716321556255,12.244579758177771
3,28,0.5177836755309442,12.24410278828598
3,29,0.47790331882659837,12.305535828958833
3,30,0.4825216373710921,12.38896702164388
4,1,0.8339102834162085,16.628783125975133
4,2,0.6948372992602262,20.3716269964265
4,3,0.7859312410306449,13.573198617691551
4,4,0.7257336751379148,13.781092328132175
4,5,0.6956398836289993,26.689002222183245
4,6,0.661503898374962,19.178399429976675
4,7,0.7567244479150483,13.475762821772122
4,8,0.701000452041626,13.998725655811754
4,9,0.6804969235502109,12.723467795331407
4,10,0.6902988583150537,16.747971982692224
4,11,0.6132929373269129,13.742698651194274
4,12,0.6509279283610258,13.751773869849472
4,13,0.7127125672619752,13.867618159061578
4,14,0.649240579870012,14.178076145658482
4,15,0.6215588041026183,16.918946440574064
4,16,0.5464379709176342,14.994594429773777
4,17,0.5602713278447738,17.355560402097282
4,18,0.5656686641953208,13.488080578909802
4,19,0.5677588961341165,13.06260851719061
4,20,0.5944895660034334,16.86422814707495
4,21,0.5567646977877376,14.247399342875449
4,22,0.48093767057765613,11.971641686062943
4,23,0.5191031083314106,14.094410998726389
4,24,0.5664030366172694,12.538993386740621
4,25,0.36916225862623464,11.676330670342054
4,26,0.5784292196986651,12.117975861971294
4,27,0.4385981201523482,11.986161939590312
4,28,0.48755501346154645,11.860436838800945
4,29,0.48137569066249963,11.901532094069404
4,30,0.4577564445107874,11.949704003863161
