fold,epoch,train_loss,val_auc,val_acc
0,1,0.6812884211540222,0.6038961038961039,0.44
0,2,0.5721919086514687,0.7922077922077921,0.72
0,3,0.4885946098639041,0.8116883116883116,0.56
0,4,0.39879911803469364,0.8376623376623377,0.68
0,5,0.3766418123731808,0.8896103896103896,0.8
0,6,0.33291727319663883,0.8701298701298701,0.68
0,7,0.3914922723660664,0.9285714285714285,0.52
0,8,0.3856694751552173,0.9090909090909091,0.52
0,9,0.3097011585320745,0.9285714285714285,0.84
0,10,0.322469848455215,0.9090909090909091,0.68
0,11,0.26089104614695724,0.8441558441558441,0.72
0,12,0.2679525403952112,0.9610389610389609,0.92
0,13,0.27717921274657153,0.9545454545454546,0.92
0,14,0.2696992602883553,0.9870129870129871,0.72
0,15,0.18229747768871638,0.948051948051948,0.84
0,16,0.18850857544006133,0.9545454545454545,0.88
0,17,0.16314375451860988,0.9545454545454545,0.84
0,18,0.2200872102106104,0.9740259740259741,0.88
0,19,0.1744270319385188,0.9545454545454546,0.84
0,20,0.15167156245787533,0.9545454545454546,0.88
0,21,0.17764398888969907,0.9675324675324675,0.84
0,22,0.22929296551310285,0.9805194805194805,0.84
0,23,0.3298376833601874,0.974025974025974,0.84
0,24,0.21122226999046242,0.974025974025974,0.92
0,25,0.19916048490119223,0.987012987012987,0.92
0,26,0.16321876280161798,0.987012987012987,0.92
0,27,0.08707142309570799,0.987012987012987,0.88
0,28,0.14426797027794683,0.987012987012987,0.88
0,29,0.21821182061518943,0.9805194805194806,0.92
0,30,0.11147364974021912,0.987012987012987,0.92
1,1,0.6803718878298389,0.8441558441558441,0.76
1,2,0.5659589329544379,0.7922077922077922,0.6
1,3,0.5192067811683733,0.7857142857142857,0.56
1,4,0.48626181909016203,0.9415584415584416,0.8
1,5,0.4397000080468703,0.8636363636363636,0.72
1,6,0.3726303340220938,0.8831168831168831,0.6
1,7,0.3892534767486611,0.8181818181818182,0.68
1,8,0.3391114886926145,0.8896103896103895,0.76
1,9,0.35276456420518915,0.974025974025974,0.8
1,10,0.35520622164619214,0.8896103896103896,0.72
1,11,0.2902311856041149,0.974025974025974,0.84
1,12,0.24300582524465056,0.8766233766233766,0.64
1,13,0.2470915328179087,0.9870129870129871,0.88
1,14,0.23797811263678026,0.9025974025974025,0.76
1,15,0.16134399704026933,0.9285714285714285,0.8
1,16,0.3064247410060192,0.974025974025974,0.96
1,17,0.1526556480295804,0.948051948051948,0.88
1,18,0.19283801925425625,0.9805194805194805,0.8
1,19,0.23588913489057092,0.948051948051948,0.84
1,20,0.17853478353698643,0.9090909090909091,0.64
1,21,0.1042846217751503,0.961038961038961,0.88
1,22,0.09539212919391539,0.9870129870129871,0.96
1,23,0.17402627558580466,0.974025974025974,0.96
1,24,0.1808450871660393,0.9935064935064936,0.88
1,25,0.11315582190849344,0.9935064935064936,0.92
1,26,0.15177240260705657,0.987012987012987,0.88
1,27,0.09370249000434973,0.987012987012987,0.88
1,28,0.11559972847450753,0.987012987012987,0.92
1,29,0.10779392753480649,0.9935064935064936,0.92
1,30,0.19715053109186037,0.9805194805194805,0.92
2,1,0.6836424652411013,0.7012987012987013,0.44
2,2,0.6209724302194557,0.9025974025974026,0.76
2,3,0.505420098499376,0.8376623376623377,0.56
2,4,0.5098603635418172,0.8961038961038961,0.84
2,5,0.42393857788066475,0.9415584415584415,0.88
2,6,0.36119749047318284,0.9350649350649352,0.6
2,7,0.36414587071963717,0.987012987012987,0.88
2,8,0.3202732029009838,0.974025974025974,0.6
2,9,0.3738420897600602,0.9935064935064936,0.64
2,10,0.34240879300905736,0.9935064935064936,0.96
2,11,0.2774849096123053,0.9870129870129871,0.88
2,12,0.2410272773431272,0.8961038961038961,0.6
2,13,0.23442027113419406,1.0,0.64
2,14,0.2652839177421161,1.0,0.84
2,15,0.28419217725797574,0.9805194805194806,0.96
2,16,0.2986825471934007,0.987012987012987,0.68
2,17,0.2781370058655739,1.0,0.96
2,18,0.23879198821223513,0.9285714285714286,0.56
2,19,0.18039791985433928,1.0,0.84
2,20,0.22946335170037893,1.0,1.0
2,21,0.17867544506277358,1.0,0.92
2,22,0.22050409912302785,1.0,0.92
2,23,0.21847103178805236,1.0,0.96
2,24,0.1813830704409249,1.0,1.0
2,25,0.20453117909480115,1.0,1.0
2,26,0.0924170157891147,1.0,1.0
2,27,0.19683965960783617,1.0,1.0
2,28,0.13631179605667687,1.0,1.0
2,29,0.09402340323645242,1.0,1.0
2,30,0.16343158285836784,1.0,1.0
3,1,0.6975973718094103,0.8357142857142857,0.4166666666666667
3,2,0.59006296625041,0.9,0.7916666666666666
3,3,0.5130571289495989,0.9357142857142857,0.7916666666666666
3,4,0.416339163677861,0.8857142857142857,0.8333333333333334
3,5,0.34896242678767503,0.9642857142857142,0.5416666666666666
3,6,0.3412494123584092,0.8214285714285714,0.5833333333333334
3,7,0.40220381063644334,0.9642857142857143,0.5833333333333334
3,8,0.29278073497492857,0.9571428571428571,0.875
3,9,0.3422331658728195,0.9571428571428572,0.9166666666666666
3,10,0.22197357678052151,0.9571428571428571,0.75
3,11,0.4917306416865551,0.9857142857142858,0.875
3,12,0.22335349903865295,0.9714285714285714,0.7083333333333334
3,13,0.27023493084642625,0.9428571428571428,0.875
3,14,0.19034396326451591,0.9857142857142858,0.8333333333333334
3,15,0.22627217059183602,0.9857142857142858,0.7083333333333334
3,16,0.28930837977113144,0.9642857142857143,0.8333333333333334
3,17,0.22479516305405683,0.9928571428571429,0.9583333333333334
3,18,0.16854599140810245,0.9642857142857143,0.9166666666666666
3,19,0.21334687093592652,1.0,0.75
3,20,0.1916591412566527,1.0,0.9583333333333334
3,21,0.1933791795651419,1.0,0.9166666666666666
3,22,0.18593258358011341,0.9928571428571429,0.9166666666666666
3,23,0.08128897868322604,0.9928571428571429,0.9166666666666666
3,24,0.1526055262997897,0.9928571428571429,0.9583333333333334
3,25,0.09214339269833131,0.9928571428571429,0.9166666666666666
3,26,0.165380764235225,0.9928571428571429,0.9166666666666666
3,27,0.06895010749047453,0.9928571428571429,0.9166666666666666
3,28,0.10712001036212902,0.9928571428571429,0.9166666666666666
3,29,0.08675201801639615,0.9928571428571429,0.9166666666666666
3,30,0.09818802009139097,0.9928571428571429,0.9166666666666666
4,1,0.6575133963064714,0.46153846153846145,0.4583333333333333
4,2,0.5499315794670221,0.8041958041958042,0.4583333333333333
4,3,0.4518445910829486,0.8321678321678322,0.75
4,4,0.4491900021981711,0.9440559440559441,0.875
4,5,0.3354618645677663,0.9510489510489512,0.5833333333333334
4,6,0.34526169149562563,0.6643356643356643,0.6666666666666666
4,7,0.3993418397325458,0.8741258741258741,0.75
4,8,0.2977014471485157,0.951048951048951,0.625
4,9,0.24106500004277084,0.9230769230769231,0.7083333333333334
4,10,0.36974781446836213,0.8881118881118881,0.8333333333333334
4,11,0.40003489424483946,0.958041958041958,0.8333333333333334
4,12,0.29555913519979726,0.951048951048951,0.875
4,13,0.18897049381124853,0.965034965034965,0.8333333333333334
4,14,0.2440573103500135,0.9230769230769231,0.75
4,15,0.32854999722254397,0.8321678321678321,0.75
4,16,0.1447486455994423,0.8811188811188813,0.7916666666666666
4,17,0.22557190222421078,0.993006993006993,0.9583333333333334
4,18,0.16975355712753354,0.979020979020979,0.9166666666666666
4,19,0.18905911707516873,0.986013986013986,0.875
4,20,0.21531683214084066,0.986013986013986,0.9583333333333334
4,21,0.22866462630153905,0.9440559440559441,0.9166666666666666
4,22,0.12560807898490114,0.9440559440559441,0.875
4,23,0.15074176548255813,1.0,0.8333333333333334
4,24,0.1659931180754093,0.993006993006993,0.9583333333333334
4,25,0.11826633598015766,0.993006993006993,0.9166666666666666
4,26,0.23542560478954605,0.993006993006993,0.9166666666666666
