fold,epoch,train_loss,val_auc,val_acc
1,30,0.15031909672733473,0.9805194805194806,0.92
2,1,0.6804203603948865,0.6298701298701299,0.44
2,2,0.5933540451283358,0.7922077922077921,0.44
2,3,0.5440261558610566,0.8051948051948052,0.48
2,4,0.48065220823093335,0.8376623376623376,0.64
2,5,0.4356765762275579,0.8831168831168831,0.76
2,6,0.43269543593027154,0.8311688311688311,0.6
2,7,0.4385633346985798,0.8961038961038961,0.84
2,8,0.3926816202548085,0.9415584415584415,0.88
2,9,0.3776805858526911,0.948051948051948,0.6
2,10,0.30578571375535457,0.974025974025974,0.68
2,11,0.2846239187887737,0.9805194805194806,0.96
2,12,0.3500808903149196,0.9610389610389611,0.76
2,13,0.33533894711611223,0.9545454545454546,0.84
2,14,0.33831205066977715,1.0,0.8
2,15,0.3550692155044906,1.0,1.0
2,16,0.2109187833812772,0.9870129870129871,0.92
2,17,0.23577285808872203,1.0,0.96
2,18,0.32585447927822875,1.0,0.84
2,19,0.20641224223132038,0.9935064935064936,0.84
2,20,0.28825126542728774,1.0,1.0
2,21,0.23655143136880835,1.0,1.0
2,22,0.30599028541117296,1.0,1.0
2,23,0.16399852034388757,1.0,1.0
2,24,0.1392115743792787,1.0,0.96
2,25,0.09584897992258169,1.0,0.96
2,26,0.22614399822694914,1.0,0.96
2,27,0.14873866774902053,1.0,0.96
2,28,0.1317037397957578,1.0,0.96
2,29,0.09357349802644885,1.0,0.96
2,30,0.09771727618514275,1.0,0.96
3,1,0.6804693058283642,0.6642857142857143,0.4166666666666667
3,2,0.6504551912799026,0.8285714285714285,0.625
3,3,0.5488765068126448,0.8714285714285714,0.75
3,4,0.48046003899188955,0.8857142857142857,0.4166666666666667
3,5,0.44904208333805357,0.942857142857143,0.8333333333333334
3,6,0.43649026239761196,0.9,0.5833333333333334
3,7,0.3540722568227787,0.9071428571428571,0.625
3,8,0.3404219255904959,0.8785714285714286,0.7083333333333334
3,9,0.2833429885030997,0.8928571428571429,0.75
3,10,0.2967097056333465,0.8785714285714286,0.8333333333333334
3,11,0.38285547585198376,0.9142857142857143,0.75
3,12,0.3044225690942822,0.8714285714285713,0.7916666666666666
3,13,0.31526037704462956,0.8857142857142857,0.7916666666666666
3,14,0.2221383189011102,0.8857142857142857,0.75
3,15,0.20724756752300744,0.9214285714285715,0.6666666666666666
3,16,0.2561763734227479,0.9142857142857143,0.8333333333333334
3,17,0.17897996592401255,0.9357142857142857,0.8333333333333334
3,18,0.22082508152181451,0.907142857142857,0.75
3,19,0.29625893165968886,0.9571428571428571,0.75
3,20,0.18310759965367993,0.9428571428571428,0.875
3,21,0.2271915909768355,0.9,0.7916666666666666
3,22,0.2507833477410704,0.85,0.7916666666666666
3,23,0.17877181175381246,0.8857142857142857,0.8333333333333334
3,24,0.2024030766327574,0.8928571428571428,0.8333333333333334
3,25,0.18336710275498905,0.9214285714285715,0.8333333333333334
3,26,0.10861024181499626,0.9071428571428571,0.7916666666666666
3,27,0.1503217098387805,0.9071428571428571,0.8333333333333334
3,28,0.18314198675480756,0.9142857142857144,0.7916666666666666
3,29,0.25334209120935863,0.9142857142857144,0.8333333333333334
3,30,0.18830051235478334,0.9142857142857144,0.8333333333333334
4,1,0.6718237375972247,0.8181818181818181,0.4583333333333333
4,2,0.6273140317261822,0.9440559440559441,0.7916666666666666
4,3,0.48164279924498665,0.9090909090909092,0.5833333333333334
4,4,0.46801182477161135,0.965034965034965,0.875
4,5,0.43677837981118095,0.8461538461538461,0.75
4,6,0.5109465513566528,0.7692307692307692,0.4583333333333333
4,7,0.40747854504922426,0.965034965034965,0.7916666666666666
4,8,0.380504659330002,0.958041958041958,0.875
4,9,0.3281560358073976,0.93006993006993,0.8333333333333334
4,10,0.32577013307147556,0.944055944055944,0.7916666666666666
4,11,0.3066344258159098,1.0,0.625
4,12,0.28056418925824794,0.916083916083916,0.75
4,13,0.3031547950072722,0.9440559440559441,0.6666666666666666
4,14,0.26202007179910486,0.9790209790209791,0.6666666666666666
4,15,0.18335108575646322,0.93006993006993,0.7083333333333334
4,16,0.2877636733229714,0.9790209790209791,0.9166666666666666
4,17,0.21865260104338327,0.9790209790209791,0.6666666666666666
4,18,0.2626660746155363,0.7902097902097902,0.6666666666666666
4,19,0.21193870917113142,1.0,0.9166666666666666
4,20,0.19080289498423086,0.972027972027972,0.875
4,21,0.15335900682692577,0.979020979020979,0.875
4,22,0.1696920656044074,0.993006993006993,0.9583333333333334
4,23,0.19235505854165313,1.0,0.9166666666666666
4,24,0.11074865223708177,0.979020979020979,0.875
4,25,0.11326940035955473,0.986013986013986,0.9166666666666666
4,26,0.07031686353788834,0.965034965034965,0.8333333333333334
4,27,0.12607810613370002,0.958041958041958,0.9166666666666666
4,28,0.1961137166980541,0.951048951048951,0.8333333333333334
4,29,0.22484985246050238,0.965034965034965,0.875
4,30,0.20652827390968198,0.958041958041958,0.8333333333333334
